0,102
1,76
2,89
3,114
4,159
5,209
6,335
7,1173
8,3523
9,5129
10,4490
11,4980
12,5762
13,6212
14,6067
15,4480
16,2805
17,1375
18,860
19,625
20,498
21,503
22,426
23,430
24,379
25,398
26,418
27,402
28,358
29,362
30,354
31,349
32,355
33,381
34,371
35,379
36,348
37,375
38,390
39,398
40,394
41,349
42,327
43,345
44,311
45,263
46,256
47,279
48,274
49,258
50,258
51,245
52,242
53,261
54,265
55,268
56,285
57,276
58,334
59,308
60,337
61,309
62,313
63,370
64,276
65,301
66,245
67,230
68,244
69,242
70,222
71,217
72,230
73,238
74,235
75,224
76,205
77,220
78,213
79,208
80,164
81,203
82,222
83,216
84,230
85,243
86,251
87,281
88,315
89,328
90,334
91,327
92,333
93,381
94,417
95,420
96,473
97,525
98,573
99,620
100,650
101,687
102,727
103,760
104,803
105,816
106,924
107,986
108,981
109,1002
110,1085
111,1070
112,1174
113,1202
114,1219
115,1190
116,1314
117,1321
118,1432
119,1399
120,1453
121,1539
122,1477
123,1509
124,1598
125,1592
126,1691
127,1659
128,1745
129,1705
130,1734
131,1702
132,1663
133,1598
134,1655
135,1673
136,1626
137,1556
138,1435
139,1435
140,1398
141,1449
142,1391
143,1514
144,1590
145,1800
146,1964
147,2096
148,2176
149,2147
150,2225
151,2163
152,2185
153,2117
154,2258
155,2494
156,2524
157,2885
158,3045
159,3134
160,3767
161,4147
162,4596
163,4906
164,4790
165,4497
166,4195
167,3993
168,3737
169,3415
170,2906
171,2785
172,2746
173,2615
174,2635
175,2596
176,2555
177,2702
178,2737
179,2662
180,2686
181,2778
182,2646
183,2392
184,2236
185,1961
186,1595
187,1162
188,776
189,565
190,381
191,275
192,235
193,209
194,200
195,176
196,146
197,160
198,126
199,109
200,113
201,86
202,103
203,84
204,90
205,81
206,75
207,72
208,56
209,60
210,54
211,53
212,51
213,60
214,62
215,70
216,53
217,58
218,51
219,38
220,57
221,58
222,55
223,58
224,40
225,48
226,46
227,37
228,45
229,42
230,51
231,52
232,51
233,52
234,60
235,55
236,63
237,53
238,69
239,49
240,48
241,44
242,54
243,28
244,28
245,24
246,14
247,17
248,27
249,29
250,22
251,26
252,16
253,10
254,10
255,26
