0,1
1,1
2,0
3,2
4,1
5,2
6,7
7,7
8,12
9,19
10,11
11,17
12,24
13,16
14,27
15,32
16,32
17,50
18,53
19,48
20,68
21,72
22,92
23,88
24,112
25,109
26,97
27,129
28,148
29,153
30,203
31,182
32,199
33,246
34,210
35,264
36,259
37,274
38,297
39,302
40,335
41,359
42,348
43,438
44,417
45,405
46,455
47,472
48,447
49,556
50,566
51,568
52,598
53,643
54,652
55,666
56,702
57,709
58,728
59,762
60,715
61,765
62,804
63,824
64,776
65,856
66,873
67,914
68,868
69,962
70,967
71,1005
72,951
73,1048
74,1066
75,1068
76,1106
77,1006
78,1096
79,1140
80,1253
81,1284
82,1219
83,1312
84,1301
85,1322
86,1359
87,1331
88,1457
89,1435
90,1436
91,1462
92,1501
93,1525
94,1542
95,1473
96,1512
97,1504
98,1566
99,1537
100,1642
101,1676
102,1693
103,1670
104,1727
105,1723
106,1813
107,1830
108,1873
109,1923
110,2052
111,2154
112,2354
113,2339
114,2533
115,2581
116,2614
117,2818
118,2879
119,2952
120,2874
121,2875
122,2803
123,2801
124,2811
125,2703
126,2668
127,2561
128,2552
129,2512
130,2386
131,2505
132,2536
133,2407
134,2415
135,2322
136,2308
137,2259
138,2208
139,2214
140,2141
141,2175
142,2027
143,2109
144,2049
145,2038
146,2098
147,2036
148,1860
149,1835
150,1923
151,1857
152,1905
153,1885
154,1778
155,1906
156,1798
157,1770
158,1792
159,1787
160,1805
161,1768
162,1818
163,1847
164,1903
165,1812
166,1922
167,1898
168,1936
169,1972
170,2002
171,2084
172,2020
173,2090
174,2063
175,2040
176,2143
177,2212
178,2169
179,2092
180,2145
181,2021
182,2084
183,1952
184,1813
185,1755
186,1685
187,1509
188,1400
189,1402
190,1212
191,1112
192,1063
193,902
194,800
195,713
196,688
197,639
198,534
199,450
200,440
201,389
202,356
203,294
204,219
205,204
206,163
207,122
208,77
209,70
210,50
211,30
212,26
213,19
214,12
215,7
216,5
217,5
218,3
219,4
220,0
221,1
222,1
223,2
224,1
225,0
226,1
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
