0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,1
37,731
38,5200
39,4752
40,4984
41,7114
42,3801
43,2829
44,2402
45,2429
46,3237
47,1744
48,1476
49,1313
50,1260
51,1851
52,1142
53,992
54,1082
55,1682
56,1099
57,990
58,941
59,1020
60,1760
61,1106
62,981
63,955
64,1110
65,1750
66,1138
67,984
68,975
69,1197
70,1874
71,1211
72,1048
73,1084
74,1267
75,2051
76,1238
77,1112
78,1101
79,1183
80,1965
81,1201
82,1045
83,1128
84,1245
85,2008
86,1308
87,1216
88,1166
89,1336
90,2242
91,1335
92,1236
93,1203
94,1331
95,2103
96,1330
97,1117
98,1254
99,1972
100,1207
101,1060
102,1066
103,1197
104,1768
105,1229
106,1048
107,1073
108,1214
109,1888
110,1221
111,1140
112,1164
113,1306
114,2046
115,1342
116,1286
117,1282
118,1462
119,2346
120,1405
121,1346
122,1395
123,1660
124,2791
125,1780
126,1699
127,1663
128,2097
129,3241
130,2083
131,1862
132,1854
133,2030
134,3059
135,1875
136,1551
137,1754
138,2917
139,1804
140,1557
141,1666
142,1783
143,3102
144,1905
145,1674
146,1728
147,1914
148,3107
149,1992
150,1760
151,1718
152,1977
153,2942
154,1819
155,1584
156,1533
157,1863
158,2884
159,1831
160,1593
161,1632
162,1763
163,2788
164,1780
165,1550
166,1516
167,1631
168,2614
169,1550
170,1326
171,1175
172,1385
173,2124
174,1283
175,1140
176,1067
177,1015
178,1506
179,838
180,645
181,647
182,891
183,505
184,383
185,411
186,391
187,616
188,390
189,304
190,301
191,352
192,554
193,365
194,316
195,320
196,355
197,572
198,334
199,347
200,303
201,397
202,586
203,416
204,360
205,372
206,402
207,592
208,331
209,301
210,274
211,263
212,373
213,232
214,191
215,148
216,155
217,197
218,121
219,94
220,78
221,76
222,35
223,15
224,10
225,13
226,17
227,5
228,6
229,3
230,4
231,1
232,1
233,1
234,0
235,3
236,1
237,0
238,1
239,2
240,0
241,1
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
